Counties,State,OATS 2017,SOYBEANS 2017,WHEAT 2017,CORN 2017,OATS 2012,SOYBEANS 2012,WHEAT 2012,CORN 2012,OATS 2007,SOYBEANS 2007,WHEAT 2007,CORN 2007,OATS 2002,SOYBEANS 2002,WHEAT 2002,CORN 2002,OATS 1997,SOYBEANS 1997,WHEAT 1997,CORN 1997
Itasca ,Minnesota,30980,71205,,95000,69204,29499,,150680,46494,25925,,,91435,19720,,37315,91376,14440,,95715
Jackson ,Indiana,960,3758729,282983,9312631,,2675129,200451,5468916,,1831836,192346,8878348,,2791689,180638,4643414,,2507226,324065,5955120
Newton ,Missouri,25395,573912,412474,766105,,97900,270095,977526,2085,86577,41899,1317586,10307,53042,144585,168005,10480,103546,223850,63740
Nicollet ,Minnesota,39646,5835913,59396,25474206,33309,3584199,36722,21234990,72146,3840785,82235,20022460,110373,4623877,36542,16781120,113000,4325182,90482,14886796
Noble ,Indiana,1804,3883651,248679,12586487,13127,2310799,232645,7136502,3920,2020391,178778,8124771,9540,1971739,161926,6175228,36061,2086059,341408,7167571
Noble ,Ohio,700,,,70267,,,,47271,,,,30927,796,,,102472,3255,,,140346
Nobles ,Minnesota,76764,9212296,38689,36007959,55670,6702880,10050,25121379,77408,7347012,13461,30225290,110011,7420226,50492,21334340,144657,6592891,13283,18083428
Nodaway ,Missouri,38300,6486362,103365,19163819,7145,4001662,94569,8469528,8180,5520936,103150,15198184,33797,4197509,71412,8476580,24314,5028120,112594,11091391
Norman ,Minnesota,44784,7359227,7050610,14809071,76041,5992715,5057441,12190271,55679,5019135,6144281,7802439,33704,4275980,4323500,2049916,119404,2675174,5293123,1399577
Obrien ,Iowa,38410,8021492,,31354265,9404,6187433,,23508366,26029,7094955,,26431157,65732,7534463,,21908442,75058,7447736,,21255071
Oceana ,Michigan,39115,362230,231405,2836277,24609,136124,122387,2613894,10972,50475,69216,1276374,30499,80203,87979,1043174,51340,20749,90065,957631
Newaygo ,Michigan,25155,533503,272759,2739919,18211,273283,148447,2931947,30062,128487,56463,2161104,38507,203724,71545,2090498,58105,58072,91388,2409151
Oconto ,Wisconsin,31495,941959,221849,5213033,52226,890996,311978,6982292,83894,469610,339412,4639742,127356,449700,312966,4214316,262539,201336,187675,4349539
Ogle ,Illinois,31245,5175229,192783,42220411,32166,3603267,273516,29688868,39588,3346462,395708,44518468,131109,4903864,181910,25651307,177275,4927727,128393,27323057
Olmsted ,Minnesota,104404,3731461,3796,23123331,114688,2675669,1605,19704131,163276,2839377,,18936679,297986,3670639,21744,16358064,323758,2442905,4990,13207509
Oneida ,Wisconsin,31106,13768,,,,,,,,,,,79176,,,20475,83362,,,
Ontonagon ,Michigan,1200,,,,5830,,7195,,15614,,,,17585,,950,4400,15674,,,
Orange ,Indiana,5503,1683012,,5824120,4200,485279,49311,840099,2990,549003,80227,3272629,12556,480183,110807,1335573,5090,657811,197657,1750013
Osceola ,Iowa,16247,5572603,,24361877,19215,4669355,,18304649,40632,4825489,,20384444,73888,5435712,,16061707,73135,4531686,,13186121
Osceola ,Michigan,33953,63441,93158,853948,28980,33713,37305,912392,16344,4346,26112,374465,29112,,24160,463516,38149,,23135,392858
Otsego ,Michigan,44897,22031,45456,95128,7861,15139,60536,98137,7669,,27548,41463,24041,,18826,95278,36719,195,8505,30132
Ottawa ,Michigan,18516,1881791,256180,6962382,9848,984868,291708,5213936,16774,687870,224877,4098612,33571,1039788,196437,5047190,71125,398348,340772,5062516
Ogemaw ,Michigan,33382,258624,227181,1262626,47443,69562,168265,1170943,32605,33154,75471,722141,76447,38629,81205,951518,81789,3800,100102,683597
Otter Tail ,Minnesota,512676,7512012,1660210,28739618,553931,6400397,1789524,28699626,650884,3425501,2407361,15860102,873110,4404113,2241941,15390830,1418076,3380548,2733806,13248365
Muskingum ,Ohio,5418,865570,47697,3217369,7750,598999,57263,2244619,34258,349236,70018,2278750,23969,579291,81206,938514,49779,297826,111010,2089117
Muscatine ,Iowa,19300,4298057,4235,17978088,30429,3613479,16571,13310211,32116,2785346,18134,18151368,76543,3721229,7673,14629638,145789,3295842,16959,11358316
Mille Lacs ,Minnesota,21936,866492,22148,4099395,62441,655914,16775,3334767,67202,242921,4688,1273200,75449,500501,5424,2105396,86396,238082,12487,2594128
Missaukee ,Michigan,17637,,26792,1188093,8293,,42906,1131202,36332,,26584,497975,50582,,25034,775224,62188,,42546,639890
Mitchell ,Iowa,24018,5073405,,30763754,76027,3795349,,18570305,86388,4397502,,27331080,173350,5249965,,21847644,255170,4293642,,17872556
Moniteau ,Missouri,3720,1318836,296289,2176924,625,428403,234265,451601,2455,439987,306875,1597166,3624,662687,177100,1186831,9455,578545,311430,1030993
Monona ,Iowa,8802,6127890,,30043377,2800,4343343,,20670135,3890,5978230,14364,28170181,45922,5570213,2620,21644517,78013,5287952,12282,17535410
Monroe ,Iowa,14200,1269281,,4707784,10493,1188436,,2216765,13753,1166142,56633,4577225,78503,1272074,17871,3934668,66977,1220286,6022,3418668
Monroe ,Missouri,6644,4590296,577989,9834588,17314,2213553,398007,2235087,3843,2328957,595661,6024668,38650,2873789,437266,4055738,70056,2754049,1076374,3302128
Monroe ,Ohio,2390,6860,,110446,4080,,,72056,6188,,,50950,10965,,4030,53287,14791,,3760,156403
Monroe ,Wisconsin,173822,1047714,47728,7502844,156488,707057,32420,5480177,200318,630080,36723,5817112,318719,691090,19490,6268376,381751,236902,4146,5724288
Muskegon ,Michigan,9777,438059,82404,1249352,9717,280285,207602,1231392,31165,204178,169122,1475717,33209,178500,67599,1170732,32898,112720,97980,1514137
Montcalm ,Michigan,86189,1165986,1296001,9193007,96808,1006194,1082636,8521972,94063,559630,688956,6543850,100061,624123,994964,5918162,125566,518954,700037,6077403
Montgomery ,Ohio,315,2246008,109670,5915748,,1534116,119755,3407333,,1438065,120657,4672914,,1142920,157695,2282295,2494,1606332,308977,4143591
Montmorency ,Michigan,5440,138225,40212,120442,13538,124584,41352,162292,4820,41502,26651,136598,10760,45778,32077,158281,27779,3460,32581,153095
Morgan ,Missouri,14514,890919,293176,1487074,6440,335540,293696,250363,4630,332749,217281,938396,8771,400643,138023,787081,9206,382247,155537,711557
Morgan ,Ohio,6670,135411,11974,685625,7610,33617,5002,317887,10570,30074,6219,269214,10934,37764,17134,265130,13923,11309,17368,320389
Morrison ,Minnesota,167653,1526903,62330,11746855,256240,1198308,83222,12577381,293279,318477,92975,4104183,369285,779906,25192,9799243,399372,240179,32431,8085284
Morrow ,Ohio,19034,3241318,507638,7498070,42775,3158231,502856,6821825,37010,2675635,724878,7027391,29207,2222191,668044,3527010,114439,2357244,601927,5075496
Moultrie ,Illinois,6963,5258247,48570,22736093,27774,3193178,22671,12308839,30215,2739288,67055,18689799,29601,3560454,37542,10955451,72320,3232983,88052,11130259
Mower ,Minnesota,43777,9067637,6739,43850891,86278,6771435,,36769528,91945,7020529,45370,35368312,170286,8703822,25336,28711145,221062,7179031,25429,24637940
Murray ,Minnesota,125654,8479082,26298,32647621,117547,7096596,8675,23013303,148055,6606844,80934,28877208,305107,7133549,43165,22994175,173796,6118492,22362,16318038
Montgomery ,Missouri,51960,3304473,694236,7187627,1800,1816035,874743,2006328,,1659762,542008,5072478,13317,2447317,440518,4048709,8325,1815536,866217,3404565
Outagamie ,Wisconsin,56567,2686904,312955,8854831,87962,2611627,488330,9419427,99013,1724692,704868,8951004,228048,1934081,513883,7781012,376196,1239106,269061,7961270
Ozaukee ,Wisconsin,32891,568465,155679,1319249,67061,410587,295630,1278863,63213,380956,327404,1750563,135949,408945,268906,1360844,177267,302438,216544,1387717
Page ,Iowa,1960,6695500,,22848331,5608,5191110,13546,13717235,4859,4095288,9931,12408482,36309,3837820,10750,9953798,46816,4380798,15902,11922328
Renville ,Minnesota,37180,11814235,134865,54452778,25017,8487686,187062,47029840,29498,7915799,389840,42881938,93997,11481325,174705,40262775,94576,9107632,255044,28218548
Rice ,Minnesota,39306,3731692,20353,17189758,65874,3178043,32899,16279839,82614,2588841,69503,13751557,151213,3604922,21257,12711648,202410,2893704,47939,12009259
Richland ,Illinois,5582,3706086,636703,9771475,,1829127,713362,2027918,740,2144462,791543,10317912,,2738480,382382,5664792,,3178211,783358,6629911
Richland ,Ohio,34430,2053665,305911,5789174,73879,1880436,353350,5070192,58490,1306153,494414,6244262,74348,1044636,443224,2158788,153196,1421824,458020,3884121
Richland ,Wisconsin,32189,727122,46857,5484169,26942,473122,35474,3482548,70635,303214,39853,3812555,110745,457787,10893,3500759,115799,223560,7020,3537443
Ringgold ,Iowa,39325,2670071,,6805718,99635,1908520,,3060553,18310,1717621,,4991919,126058,1632719,,5016637,110159,1760118,6082,4041749
Rock ,Minnesota,159277,6425767,,25785916,24106,4354409,,20608378,55281,4753777,,20586806,72917,5213024,3563,16628197,95762,4518414,,13761162
Rock ,Wisconsin,17231,4778835,410723,25234528,27882,3369312,643338,15750498,60999,3065267,816583,25072225,109990,3628910,348891,15578269,193290,3732533,357639,20020375
Rock Island ,Illinois,10460,2922102,8217,14396753,19824,2041307,24477,9461717,50281,1981117,46984,17301849,31568,2598424,17620,10753666,58998,2188589,35975,8626063
Redwood ,Minnesota,50688,11354746,56939,46446172,37288,8544605,67535,38765405,62873,9338626,104393,38794749,130756,9985070,100263,34074989,89455,8971436,100073,26250852
Roseau ,Minnesota,379646,5449071,5214325,1538280,264922,4004410,5321291,1896276,388632,1990918,5197116,640337,329370,394720,2478983,115519,632230,69370,5797981,515646
Sac ,Iowa,56720,8134224,,32801418,18580,5274348,,23175518,27594,6482157,,31122809,124329,7327665,,23217933,139751,6725601,,19631609
Saginaw ,Michigan,20474,5506777,1543198,16160127,13295,4748976,1822598,15163372,21464,3532588,1875366,16223279,36739,4158247,1728105,11631157,64888,3978665,1115258,10252976
Saint Clair ,Michigan,8190,3659730,628401,4310749,31706,3004691,664019,5765907,66384,2251208,245013,3316892,79753,2664397,344874,2997114,66305,2233836,597598,1989819
Saint Clair ,Missouri,1590,1697575,445693,2188011,34724,403122,362757,372204,12420,699224,482511,1067150,14638,521299,381591,721771,7857,667280,541464,718661
Saint Croix ,Wisconsin,125768,2681955,18476,14002666,200287,1609690,18121,13512992,295036,949282,46644,5353544,351001,1451162,202919,8593615,494284,700178,16070,8906335
Saint Joseph ,Michigan,16247,2994733,154576,14049421,7510,2275044,146109,14796293,6057,1838405,202322,12907430,23949,2508245,109571,11423682,55771,2003283,116503,12394341
Saint Louis ,Minnesota,39402,,,47640,40967,,5807,7880,80779,,1145,5900,78110,,730,,173782,,650,9950
San Diego ,California,6365,,,24630,,,,58536,,,,,66353,,,,,,61622,
San Joaquin ,California,186404,,967704,4235231,133637,,2182113,7996212,192898,,1347612,8129558,280700,,2230664,8879299,172706,,2733033,9389578
Rusk ,Wisconsin,20226,493515,15416,1899008,74481,243923,,2009102,96853,126164,9220,1592541,74024,110116,2950,1321346,152626,14871,,1257003
Red Lake ,Minnesota,41450,2289799,3570094,2791679,27102,2115261,2726618,1431664,175138,1733731,2765187,878754,94477,1804505,1530779,380512,248746,581520,1956750,727056
Randolph ,Missouri,3260,2055619,342973,3766835,3563,963346,273302,635490,8019,1376755,365613,1473972,28384,1347797,296988,1303278,33479,980503,517023,1047253
Ralls ,Missouri,17918,3171000,350163,9827018,1715,1746449,430483,2053152,,2140426,721565,6370106,5718,2592885,364213,3175187,5715,2490772,987123,2948775
Palo Alto ,Iowa,109133,6664714,12722,36464439,146635,5692697,,31847722,45882,5164154,,35261104,46315,5771708,,23136174,80226,6224165,,20851604
Paulding ,Ohio,8169,4830325,1636601,7129679,,4228410,1207471,5108731,,5310926,1064202,9996169,25254,3922825,1683372,3886066,33915,3813708,1973635,7403325
Pennington ,Minnesota,82929,2860427,4116652,1183225,79783,2919822,3214141,639109,459440,1747598,3287995,590890,144144,1868097,1714260,144540,374208,382859,3135865,324874
Peoria ,Illinois,3600,5364309,58070,22809323,20029,4127297,167264,15685574,22617,3598073,183987,24536286,35550,4213135,123658,15920941,75478,4021124,189098,14594884
Pepin ,Wisconsin,9296,775603,,3745496,37269,461795,,3385816,77472,375442,7880,3297366,101007,470424,,3124381,132775,259306,,2732661
Perry ,Missouri,5550,2037612,485562,3658788,,1025745,740004,1627521,2790,1156802,432704,3926092,560,1363065,450360,2175626,10723,1073298,777598,2649186
Pettis ,Missouri,37080,4799536,749257,10346734,,2203123,777810,2262630,13463,2574370,1079761,7242306,13200,2244053,903124,4209461,18265,2602549,1239579,3307250
Pierce ,Wisconsin,86238,2012454,,12593433,230421,1429655,13241,11943805,376309,919850,9749,8742335,402092,1161148,20954,9116834,456337,590091,23538,8326956
Pine ,Minnesota,34771,400298,9711,1303624,61065,533925,18387,2269680,131362,263198,37273,1352393,102524,345817,6114,1844437,141028,185384,5612,1837818
Pipestone ,Minnesota,51990,4360226,129122,17342841,45829,2923792,137494,12581959,89189,3212490,114202,12191548,202917,3404713,19193,10807425,167360,2892874,20063,8188289
Plymouth ,Iowa,70151,11388999,4627,44220879,81448,7651264,,23767432,84413,8823764,,34047479,222008,9674725,,32947663,277126,8446748,,25998065
Polk ,Minnesota,131013,10772149,18362532,13089484,131507,11173272,16507576,14439611,232734,7886389,16565341,6095346,111693,7442283,10906477,1547288,320004,3699380,12588547,3153626
Polk ,Wisconsin,43798,1483106,23823,8587473,93472,902176,37064,8785641,189689,530917,39675,4589211,124484,944460,71939,6908995,184724,282109,25416,5795703
Pope ,Minnesota,142699,4284557,281606,21602483,52433,3466179,305095,19184996,187080,2753683,448866,13332714,172902,3885453,403834,14715190,191481,3177652,636265,11421409
Portage ,Ohio,10681,929724,140802,1725142,30927,908703,130755,2014293,35770,931308,185953,1974051,48917,497987,263480,1209179,86205,455427,125996,1256497
Portage ,Wisconsin,50398,898711,26221,7430842,107873,412753,5358,3909583,93149,393787,29081,5545862,209931,413694,8179,4561682,220081,289703,8825,4981831
Pottawattamie ,Iowa,38812,11294549,,46718810,74730,6914987,15478,30929764,51681,9145937,61860,33124906,87940,9217512,4911,29352450,99694,9198157,18537,28938006
Poweshiek ,Iowa,39205,6261322,,27843160,43253,5361853,,21041755,80316,4984358,,21549205,199485,5441503,,19498910,245494,4772815,2460,15222083
Presque Isle ,Michigan,104319,204214,206281,710366,64289,273710,235261,657434,211707,60830,179147,490871,161338,34464,122436,422638,203667,19357,58521,416101
Price ,Wisconsin,24116,5988,,77936,46796,22884,,334494,48502,,,213162,53615,16616,,203175,56528,,,171053
Racine ,Wisconsin,2943,2001895,514265,5751023,5832,1300850,665494,4469861,30748,1366115,646296,6726408,52539,1419377,470924,4281726,62092,1455515,575831,5497257
Midland ,Michigan,3460,1186870,170548,2795279,6198,1049740,347486,3857074,20680,616394,316627,3254571,25297,817940,266976,2384180,25246,660599,126638,2383884
Jackson ,Illinois,600,5156440,1088706,4890751,,2643696,1101867,1945566,,2750714,579021,7013898,2050,2364863,345994,1295507,4050,2289222,1025140,2858645
Mercer ,Ohio,9498,5698083,921528,16345710,25351,5101472,1285266,10645884,50779,4923325,1378775,14931170,64375,3281748,1262315,4479843,162896,4223902,1532284,12146457
Mercer ,Illinois,11092,6143053,23742,28509915,13826,4157145,34564,19355596,25026,4669052,85889,28008779,50753,4982997,33188,19922919,110184,4856114,66557,15081791
Kern ,California,91566,,841165,43209,116876,,3452162,675548,47083,,3681204,1155941,80076,,3329900,266731,27050,,4413897,481693
Kewaunee ,Wisconsin,199790,681475,624902,3723931,268398,439581,846307,3729218,430360,414665,791963,3204247,422856,556577,482368,3236585,810553,214659,266163,2891053
Kings ,California,2025,,1675035,256779,50217,,4950017,1454127,70105,,3591592,1843363,87558,,3693780,763331,33355,,5189306,2175543
Kittson ,Minnesota,104328,4579395,6580132,2462356,88683,3939659,7703068,1630328,105356,3031390,7358778,536748,128999,2289339,5490452,187210,267163,296015,6690620,328462
Knox ,Illinois,12380,9123002,42396,41290991,19724,5656020,55654,24658112,35035,5138852,148998,34869004,78820,7029444,51465,25247186,159632,6356092,146125,21455068
Knox ,Ohio,21836,2686948,195190,7920945,40793,2207117,187022,6463635,83951,2027786,276252,7231696,46485,1556293,285614,3849305,110931,1691319,299976,6370530
Koochiching ,Minnesota,11385,116393,47148,,46623,23507,21514,290100,60886,17382,39957,,24392,,21660,,69417,,44867,12570
Kosciusko ,Indiana,3475,4997538,309604,18285030,8964,3851634,198136,10659460,3315,3934480,254036,16588926,24519,3794387,188318,11325180,30025,3218256,334820,12475894
Kossuth ,Iowa,268547,12787008,,61603763,26594,10029298,,52626166,27878,10394779,52522,59020098,82588,11538493,,45744226,126049,10762278,,40945991
Keokuk ,Iowa,14489,4963058,16110,19657188,13870,3801274,17027,12248952,8838,3403689,7242,19390976,103409,4175616,28795,15699259,141885,4068946,13949,13929730
La Crosse ,Wisconsin,16581,888435,3800,5088601,48024,593796,17165,4896818,65720,523380,36492,4630699,115696,491917,11980,4702067,119026,224875,3130,3986071
La Salle ,Illinois,8900,14228484,170840,58412249,31320,9767636,262500,45464941,54667,8911495,178550,74694872,56256,10825823,107393,36257115,156979,11069446,121651,36070323
Lac Qui Parle ,Minnesota,23580,7989923,179132,30545651,59900,6996724,234470,26551508,7160,5440503,392815,22789893,47510,6755500,469304,21981414,28300,5851133,829595,15306320
Lafayette ,Wisconsin,115073,3156808,104127,21904775,157730,2032065,133886,10432850,213341,1841470,106610,19596750,314717,2661598,21248,15115511,354019,2180275,19589,13737261
Lagrange ,Indiana,21593,1873754,75700,7790199,16040,1490141,111198,5230836,27508,1546659,126545,6643900,72133,1264058,123589,4904543,164421,1400754,208674,7461651
Lake ,Illinois,13834,256668,37403,1420781,,260926,62694,898279,54047,348993,111153,1239193,36278,313069,45772,681483,25908,509978,196799,1673107
Lake Of The Woods ,Minnesota,72860,959811,449357,,56216,618694,583812,,50230,169754,376131,,54652,22506,307733,,192368,29250,1019691,
Langlade ,Wisconsin,684004,248795,84201,1068164,434553,144937,179030,962068,515645,67037,113247,667493,738765,191982,124320,730373,600111,53436,65210,450600
Lapeer ,Michigan,26556,2107348,522071,6152838,35760,2072767,607895,5625112,46052,1341843,378793,3346031,123596,2063110,416494,3641648,92659,983644,431424,4418298
Lawrence ,Missouri,72714,743965,396942,1193085,11761,310389,324847,463779,4965,269985,204365,906830,15577,194042,223203,538372,35751,297091,335015,428177
La Porte ,Indiana,6680,4479289,334846,19759830,3162,3525354,413773,15376880,9714,3319524,329222,18579000,10834,3077609,127378,11435519,20326,3335713,230193,15408271
Le Sueur ,Minnesota,19868,5414062,43630,19372272,41929,3582142,58022,15077166,40286,3394688,122413,14860574,79922,3814445,108963,12747574,69689,2885414,91316,10068447
Kent ,Michigan,23784,1206582,396676,5944078,23706,1001480,393150,5019272,48900,860695,325624,5141590,100008,793143,289471,4408487,137105,538713,367676,4693028
Kankakee ,Illinois,2790,6535154,319373,30734098,3366,4606417,448802,21750022,14607,5842202,594871,39726805,26807,5931087,244732,21852334,57860,5663382,304131,22632994
Jackson ,Iowa,87118,2645384,,22605519,119885,1974904,1650,12828578,167462,1763108,9057,14008201,344955,2021383,,13250407,537969,954241,13900,11757496
Jackson ,Michigan,24491,1501946,412477,5710143,23270,1346470,451014,4266920,36859,1224286,349912,5362554,42587,1322286,426649,4470255,93081,982382,479107,5325947
Jackson ,Minnesota,33267,8738101,3605,31740839,5252,6834388,8990,27040687,14445,7344506,49598,31835432,31943,7617469,18389,25279020,62099,6740389,7664,19902679
Jackson ,Wisconsin,89268,1262414,17269,7000037,124596,748068,9466,5916823,211422,675616,22037,5404611,208728,910083,8100,4603749,290916,428971,2270,4280230
Jasper ,Iowa,27855,7825445,,32882281,23140,6701628,,25348860,31163,6486884,,38568453,139406,7481852,,27215102,246334,6828579,,21962762
Jasper ,Missouri,13700,2013688,1822144,4699301,21098,861923,1299231,1085912,8995,1137812,475552,2103297,18079,790566,769010,1210764,14335,1130478,987810,868361
Jay ,Indiana,3025,4750286,449201,10874606,7436,3656892,505489,6371767,16567,3730072,387888,10746403,22679,3103612,290662,3538431,53434,2684214,365156,6402836
Jefferson ,Iowa,3855,2966684,13223,11820888,27479,2306327,30281,6100802,29719,1656755,36949,8818668,84813,2044872,131859,7668133,106302,2845794,39860,8254932
Jefferson ,Ohio,15502,18226,6360,226253,20684,6900,4816,82397,19783,24714,14120,190392,25561,2010,10251,26347,36051,16022,19583,296133
Kenosha ,Wisconsin,6624,941148,307329,3978051,4370,892787,406039,3648540,5179,992770,381914,4670330,20947,904099,266140,2864080,38898,886481,358315,4169531
Jefferson ,Wisconsin,15844,2837166,357613,12513146,53586,2240390,424866,8305083,89163,1987436,342130,13253470,133021,2156525,256762,9045794,197746,1944114,272267,9497279
Johnson ,Iowa,51869,5859643,31780,24916901,180118,4570434,29672,16906311,119743,3839497,57560,24528764,341011,4288046,69308,17361916,346481,3657863,58624,13188169
Johnson ,Missouri,44638,3276238,527039,7677386,8725,1847440,552930,1979234,10880,2134632,591697,5095204,20105,1660256,407004,2692298,13719,1931560,455731,2584545
Jones ,Iowa,21980,4518223,,34423792,31580,3151930,10835,19370962,48825,3100532,33700,29617480,133228,3912823,,20750196,247813,3624462,,19165491
Juneau ,Wisconsin,33551,1370173,49115,6556393,51702,910798,75549,4245843,70241,777014,128763,4519484,101367,1090367,61632,4314296,104382,673185,10645,4299067
Kalamazoo ,Michigan,11665,1752011,204681,7605497,5520,1114403,244217,6960015,15211,1196973,159956,6388288,39091,1536562,210957,5171950,49123,1267991,381767,5537975
Kalkaska ,Michigan,8786,,64458,14240,7795,,72786,74384,3954,,,19262,2758,,,63810,,,,105304
Kanabec ,Minnesota,30341,678742,34714,2933151,34853,428260,68274,1941804,66223,227196,109660,1056885,68359,440086,71191,1934246,83079,143155,3200,1428133
Kandiyohi ,Minnesota,67016,5883274,137437,32950026,99941,3944374,185994,29874961,121668,3900045,189157,20510245,170862,5319596,161518,21503223,221839,3908600,198460,15614044
Kane ,Illinois,74124,3726055,164930,14129473,17951,2090990,194257,12544144,21021,2222552,429993,21743985,48808,3329802,191840,11280909,75355,3609472,266732,14619160
Jo Daviess ,Illinois,65393,2631399,58632,19037982,157485,1334590,58174,9172125,103193,2041782,36367,18175224,218446,1765331,25257,9942678,340043,998062,9518,9791613
Lee ,Illinois,12686,7370561,81802,48340179,18388,4250215,143725,37181227,20419,3662189,200708,51072505,63021,6068052,66827,31784358,92979,6273642,76064,28008270
Lee ,Iowa,3152,3230589,55204,12133688,14827,2680886,89426,8669721,15768,3006253,183289,13313606,43661,3020070,66018,10449531,52627,3080597,106277,10130274
Leelanau ,Michigan,11583,,19352,314474,16590,,10312,117341,12650,,9705,163164,24504,,5308,233395,17771,,8476,353673
Marion ,Iowa,25360,3980805,,12433106,48600,3431112,,9070849,18865,3172658,,12046122,67438,3252756,,11987606,143607,3267067,9730,9931392
Marion ,Ohio,2200,5299500,377054,9785439,2170,4150145,377118,8194390,18984,4631372,683982,10081035,9508,3811777,853605,4216072,58936,4722710,1143747,8389037
Marquette ,Michigan,2345,,,,17144,,,,12485,,,,17946,,,,12990,,,
Marquette ,Wisconsin,7365,629115,78242,4623904,30505,438821,42146,2143002,54860,333529,86595,3430796,67902,461703,37487,2851770,65731,277363,13237,3418041
Marshall ,Illinois,18050,4377167,78196,21354838,46974,2906156,87074,13417985,12197,2762226,125964,22870620,36834,3419649,49297,12715375,89123,3772455,135610,13316616
Marshall ,Iowa,3530,7365279,,30512467,34802,5907035,,24486251,42713,5829977,,29061113,66932,6872601,,24268989,75992,6124419,,17849996
Marshall ,Minnesota,204987,9562795,12732501,7678799,169646,7738423,12112157,4699626,189369,5607834,11385791,1598158,175774,4370108,8136111,547038,492013,1120899,9917477,641861
Martin ,Minnesota,25077,10346314,,51272047,42210,7113981,5255,38049627,38620,7782503,,41060717,89402,8401899,3768,33444751,128788,7992300,5425,27743594
Mason ,Illinois,12000,6175287,268657,26358505,13906,2820775,206335,15077469,17258,2423779,390084,24484358,37484,4097939,291164,15359286,69068,3861023,561324,14849369
Marinette ,Wisconsin,38018,399950,72704,3167041,52693,228381,92238,3389125,72410,151185,73950,1708019,86796,280195,66354,2030024,139604,38172,63153,1797831
Mason ,Michigan,67922,323417,253909,2234769,17546,241501,295295,1760157,50502,81889,100116,1404611,37597,101491,200682,898403,87773,41759,242274,995413
Mchenry ,Illinois,7396,3187313,234369,16122308,14510,2321967,299352,14974712,41190,1903864,537293,20848191,81386,2650966,226199,10538661,177203,3135288,242601,13883331
Mclean ,Illinois,14070,18808108,149480,61293039,19211,14239599,83053,38000422,24943,12111480,176550,71995696,49425,15551626,67160,46828041,69059,14678545,122643,47435087
Mcleod ,Minnesota,40897,4596643,74029,22964323,53324,3562682,74546,20489236,57979,2785740,185771,15458336,119792,4212824,147344,15262058,225718,3150629,173186,10026603
Mecosta ,Michigan,37727,262628,194503,2642012,78721,124858,66815,3376384,84024,7871,48763,1650908,78074,31896,57012,1412849,64389,,72537,1154267
Medina ,Ohio,8210,1531541,163437,1890335,26974,1230198,89856,2255282,32636,1117192,316182,2974747,71238,759906,443047,1011182,104129,984158,183035,1475960
Meeker ,Minnesota,71474,5056740,67200,20150391,47204,3632159,111256,20087845,137519,3358305,187033,15334950,136912,4992471,167621,16256759,118788,3403003,189448,11808923
Meigs ,Ohio,240,225613,8938,782947,,44292,,255621,,40506,6110,220608,1150,68961,14597,222408,7102,43201,12965,320856
Menominee ,Michigan,44178,6897,51390,451102,52758,45591,8645,740475,72897,11867,,661486,48398,4326,,451254,95184,2770,,535717
Merced ,California,49134,,1008236,934974,592383,,2453710,3793985,782099,,679844,2957786,547278,,1027562,1428328,340256,,745413,1443919
Mcdonough ,Illinois,9502,7812306,18700,30037315,8032,5012184,59541,18304382,33949,4722319,125434,27840679,40353,5820367,39768,20963969,46401,5768617,141503,18119896
Marathon ,Wisconsin,275915,2599398,131498,9476260,414129,1831915,185868,8451387,545812,865671,182047,7255581,461911,1150328,110343,7613920,1018493,327820,33660,7163481
Manitowoc ,Wisconsin,150593,1507565,786333,4391833,193061,1196629,1149341,5666480,367437,850692,1231597,6074617,539811,919592,804584,5013300,816142,468310,602696,5006170
Manistee ,Michigan,1332,6535,8087,522677,2600,4815,2290,250026,3137,,3894,173462,15427,,,139381,4650,,20810,120718
Lenawee ,Michigan,7610,7386531,2300892,19632966,3146,3831454,2235917,9320607,5991,4753491,2204243,14375009,48533,4008307,1929439,9574239,77504,5408085,2381129,12248471
Lewis ,Missouri,8481,3079077,188406,8551853,15331,2037527,306606,3166488,4400,2152029,485645,7547064,26901,2458187,325605,5186497,11006,2439305,560509,5464975
Licking ,Ohio,8926,3387842,347853,9075853,21426,2693858,259116,7713639,30031,2992959,381076,8552073,21360,2448758,443842,4170740,59878,2235628,486165,7594243
Lincoln ,Minnesota,179127,4981525,274911,20517179,61513,3792138,397269,15478412,78558,3144292,670435,14730723,135387,3517640,349895,10450663,83787,2491660,250826,6814315
Lincoln ,Wisconsin,30258,169735,,513032,67652,121023,31462,486235,121237,63657,26592,357018,52984,72372,5400,452254,101954,14072,,255685
Linn ,Iowa,27891,5980678,,31403055,98374,4398174,,20524317,77679,4760847,,27527356,147120,5249284,,22105061,277939,5101830,17663,18387607
Linn ,Missouri,3820,3025466,340599,4583772,2700,1810123,285484,1565823,9829,2165761,365767,3075562,36614,1996924,227159,1764748,14642,1781414,384119,2034174
Livingston ,Illinois,64451,15890646,409258,58145746,40956,10940298,628220,26667394,36814,12412401,699800,61519999,77174,13643323,317638,40236835,118710,12435591,159605,35043770
Livingston ,Missouri,1650,5326662,176154,6805454,1120,2599863,257959,1632822,4620,4360719,630546,3058492,24880,3696321,567160,2615163,38291,3664903,901400,1865661
